ID,Area,Stories,Year Built,type ID,Latitude,Longitude
98,11321.01,28,2008,2,127.0894192,37.51349041
99,12729.29,29,2008,2,127.0905576,37.51291535
100,9492.33,33,2008,2,127.0918158,37.5124293
101,10261.66,27,2008,2,127.0897727,37.51394569
102,11803.16,29,2008,2,127.0909445,37.51370379
103,10909.06,27,2008,2,127.090663,37.51410666
104,7099.52,31,2008,2,127.0881426,37.5122487
105,5903.47,29,2008,2,127.0877174,37.51241804
106,4462.44,29,2008,2,127.0890173,37.51232797
107,8587.98,28,2008,2,127.0893387,37.51260668
108,9693.73,33,2008,2,127.0907507,37.51219972
109,9882.77,30,2008,2,127.0915332,37.51321104
110,10478.58,26,2008,2,127.0872081,37.51311353
111,11803.16,29,2008,2,127.089886,37.51247221
112,5899.69,29,2008,2,127.0860775,37.51306677
113,10865.12,33,2008,2,127.085207,37.51525365
114,5903.47,29,2008,2,127.0867415,37.51608949
115,5682.29,27,2008,2,127.0875059,37.51509487
116,8269.06,27,2008,2,127.0858052,37.51283514
117,11803.16,29,2008,2,127.0863338,37.51549765
118,10931.06,27,2008,2,127.0870685,37.51463532
119,5881.93,27,2008,2,127.0852553,37.51496791
120,9259.53,30,2008,2,127.0858854,37.51249153
121,6312.31,29,2008,2,127.0855421,37.51479445
122,14389.59,29,2008,2,127.0865284,37.51430667
123,11299.6,26,2008,2,127.0891079,37.51203769
124,5682.29,27,2008,2,127.0868455,37.51549332
125,5689.89,28,2008,2,127.0865675,37.51251897
126,6316.37,29,2008,2,127.0857232,37.5145069
127,11364.58,27,2008,2,127.0864454,37.51507618
128,10242.16,33,2008,2,127.0854525,37.51427518
129,14718.34,30,2008,2,127.0864776,37.51363438
130,11129.78,27,2008,2,127.0862849,37.51597485
131,6316.37,29,2008,2,127.0850012,37.51594613
132,12241.89,29,2008,2,127.0870316,37.51507503
133,10866.44,33,2008,2,127.0853406,37.51579587
134,5881.93,27,2008,2,127.0855969,37.51357293
135,6316.37,29,2008,2,127.0858865,37.51339829
136,6316.37,29,2008,2,127.0854744,37.51548115
137,9224.77,31,2008,2,127.091002,37.51471647
138,9851.97,33,2008,2,127.0901393,37.51606879
139,8270.92,28,2008,2,127.0906301,37.51466287
140,9224.77,31,2008,2,127.0903414,37.51659149
141,10453.47,33,2008,2,127.0908426,37.51518691
142,7638.5,26,2008,2,127.0903085,37.5155988
143,7954.71,27,2008,2,127.0899733,37.51653861
144,5903.47,29,2008,2,127.0861514,37.51475266
145,11260.01,28,2008,2,127.0904436,37.51349559
146,12166.32,28,2008,2,127.0899346,37.51293384
147,8742.26,22,2008,2,127.0870641,37.51249167
148,9882.77,30,2008,2,127.0916459,37.51289903
149,8808.76,30,2008,2,127.0902535,37.51214937
150,8270.92,28,2008,2,127.088647,37.51629686
151,10865.12,33,2008,2,127.0914267,37.5135125
152,12744.7,26,2008,2,127.0878082,37.51323743
153,4371.13,22,2008,2,127.0884192,37.51242446
154,9259.53,30,2008,2,127.0855511,37.5138493
155,180,1,2000,12,127.0886213,37.51582377
156,390.73,2,2008,12,127.0869463,37.5159751
157,7772.25,5,1983,12,127.0881614,37.51610954
158,1023.19,3,2009,12,127.0883378,37.51558792
159,300.43,1,2010,12,127.087964,37.51521383
160,2871.94,5,2002,12,127.0886921,37.51490704
161,9634.94,5,1997,12,127.0891227,37.51547679
162,1180.68,4,2007,12,127.0899184,37.5151221
163,3928.05,5,1989,3,127.0888584,37.51444525
164,14186.5,5,2008,12,127.0879864,37.51412027
165,39190.94,8,2008,11,127.0870591,37.51198243
166,303.46,1,2006,10,127.0874078,37.51672007
167,16611.55,16,1978,2,127.0965976,37.51610522
168,16611.55,16,1978,2,127.0960553,37.51672202
169,16611.55,16,1978,2,127.0971562,37.51548137
170,17677.58,16,1978,2,127.0977389,37.51476055
171,3317.42,3,1978,2,127.094311,37.5164777
172,16611.55,16,1978,2,127.0984383,37.51345047
173,16611.55,16,1978,2,127.0950181,37.51796415
174,17677.58,16,1978,2,127.0944996,37.51597192
175,13674.04,16,1978,2,127.0947029,37.514731
176,17677.58,16,1978,2,127.0959723,37.51462259
177,16611.55,16,1978,2,127.0940725,37.51370345
178,16611.55,16,1978,2,127.091631,37.517022
179,13674.04,16,1978,2,127.0967085,37.51367748
180,16611.55,16,1978,2,127.0981926,37.5141038
181,13674.04,16,1978,2,127.0929229,37.51687117
182,17677.58,16,1978,2,127.0955024,37.5155454
183,16611.55,16,1978,2,127.0934291,37.51756229
184,17776.85,16,1978,2,127.0923782,37.51506068
185,16611.55,16,1978,2,127.0955512,37.51734637
186,6985.76,16,1978,2,127.0953732,37.51279648
187,17776.85,16,1978,2,127.0926075,37.51442305
188,17776.85,16,1978,2,127.0921433,37.51571336
189,16611.55,16,1978,2,127.0918542,37.51636554
190,6985.76,16,1978,2,127.0936832,37.51499993
191,6985.76,16,1978,2,127.0941983,37.51527064
192,6985.76,16,1978,2,127.0934545,37.51564883
193,13674.04,16,1978,2,127.0943311,37.517192
194,17677.58,16,1978,2,127.0930713,37.51314922
195,17776.85,16,1978,2,127.0928355,37.51378001
196,6985.76,16,1978,2,127.0939154,37.51436338
197,16611.55,16,1978,2,127.096953,37.51301541
198,1155.75,3,1978,10,127.0930872,37.5161561
199,1478.88,3,1980,11,127.0934608,37.51624699
200,591.34,3,1978,10,127.094386,37.51332056
201,3886.14,4,1971,12,127.0957814,37.51365489
202,3906.31,5,1977,12,127.0950482,37.5140111
203,10864.13,4,1978,12,127.0933433,37.51249813
204,2292.6,4,1979,12,127.0948968,37.51650292
205,401.22,2,1978,12,127.0937814,37.51666877
206,165.96,2,1978,11,127.0968947,37.51430262
207,2613.63,3,1978,12,127.0944108,37.51266326
208,255.03,3,1988,10,127.0943392,37.51315481
209,5689.16,26,2007,2,127.0880101,37.5096824
210,10236.38,32,2007,2,127.0912405,37.50881386
211,3873.76,23,2007,2,127.089004,37.51075529
212,11497.2,28,2007,2,127.0880197,37.51015289
213,11934.36,29,2007,2,127.091608,37.51127726
214,8576.5,30,2007,2,127.0921811,37.51123799
215,10097.32,30,2007,2,127.0918305,37.51089174
216,10097.32,30,2007,2,127.0915607,37.51059489
217,7776.91,29,2007,2,127.0911504,37.51014704
218,11497.2,28,2007,2,127.091686,37.51012231
219,11060.04,27,2007,2,127.0902495,37.50854178
220,10941.16,25,2007,2,127.0907176,37.50905716
221,10941.16,25,2007,2,127.0911843,37.50957281
222,3575.5,19,2007,2,127.0907027,37.50964237
223,3575.5,19,2007,2,127.0904905,37.50940917
224,11449.62,27,2007,2,127.0900898,37.50898988
225,3873.76,23,2007,2,127.0883516,37.51107581
226,4546.4,27,2007,2,127.0876615,37.51108055
227,4546.4,27,2007,2,127.0869271,37.51024721
228,4210.08,25,2007,2,127.0868333,37.51048171
229,8540.46,27,2007,2,127.0871211,37.51108229
230,9704.6,31,2007,2,127.0907726,37.50829938
231,9704.6,31,2007,2,127.0903145,37.50799906
232,8576.5,30,2007,2,127.0923555,37.51085241
233,10532.27,32,2007,2,127.092476,37.51033623
234,10532.27,32,2007,2,127.0921858,37.50990343
235,10433.64,32,2007,2,127.0917069,37.50934365
236,8204.14,27,2007,2,127.0874631,37.50953197
237,10106.27,31,2007,2,127.0870763,37.50927772
238,8083.84,24,2007,2,127.0873378,37.51019195
239,5689.16,26,2007,2,127.0884964,37.51021777
240,9421.76,31,2007,2,127.0866699,37.50980176
241,8876.78,28,2007,2,127.0872631,37.51064115
242,11449.62,27,2007,2,127.0884647,37.51064189
243,7915.68,24,2007,2,127.0877842,37.51068438
244,6579.4,23,2007,2,127.089533,37.51107872
245,11497.2,28,2007,2,127.0900411,37.51106572
246,8291.2,29,2007,2,127.0907664,37.51123186
247,7435.3,26,2007,2,127.090231,37.51067518
248,20194.64,30,2007,2,127.090823,37.51062302
249,11934.36,29,2007,2,127.0896736,37.50853348
250,10003.29,31,2007,2,127.0892703,37.50815473
251,11060.04,27,2007,2,127.0887718,37.50875192
252,10200.55,31,2007,2,127.0884069,37.50841125
253,11060.04,27,2007,2,127.088108,37.50913362
254,10101.92,31,2007,2,127.0877193,37.50878837
255,19685.55,6,2008,12,127.0898855,37.50997572
256,25539.44,8,2007,10,127.0862014,37.51077851
257,1122.84,4,2007,12,127.089279,37.50936575
258,9374.45,5,2008,12,127.0891162,37.5103658
259,265791.63,51,2005,2,127.0944566,37.51150796
260,36061.5,7,1989,12,127.1000741,37.51145251
261,165703.13,10,1989,13,127.0981784,37.51105232
262,112763.28,17,1989,12,127.0954073,37.51098094
263,33740.9,10,1989,12,127.0963194,37.51095562
264,97559.62,14,1989,12,127.0977778,37.51195427
265,32198.72,7,1989,12,127.096377,37.51160996
266,95611.39,36,1989,5,127.0993525,37.51214291
267,10654.97,8,2006,12,127.099886,37.51071402
268,15213.75,31,2006,2,127.0969511,37.50903788
269,7302.24,30,2006,2,127.0928056,37.50925171
270,6409.51,28,2006,2,127.0922054,37.50807872
271,11991.32,28,2006,2,127.0941146,37.5087401
272,15713.77,32,2006,2,127.0969073,37.50837532
273,7302.24,30,2006,2,127.092274,37.5086226
274,6989.03,26,2006,2,127.0958092,37.50974103
275,7564.41,28,2006,2,127.0952451,37.50978256
276,8058.43,28,2006,2,127.0946185,37.50929688
277,8346.12,29,2006,2,127.093684,37.50812361
278,8426.3,27,2006,2,127.0932627,37.50798213
279,8346.12,29,2006,2,127.0932143,37.5075341
280,12132.62,28,2006,2,127.0938791,37.50984238
281,7302.24,30,2006,2,127.0933443,37.50987163
282,12132.62,28,2006,2,127.093362,37.50923597
283,12132.62,28,2006,2,127.092846,37.50863018
284,8691.52,27,2006,2,127.0926391,37.50796774
285,14713.73,30,2006,2,127.0969395,37.50962687
286,15213.75,31,2006,2,127.0968678,37.50775717
287,14713.73,30,2006,2,127.0968215,37.50704389
288,6409.51,28,2006,2,127.0963367,37.50704527
289,5756.91,20,2006,2,127.0957232,37.50715073
290,5756.91,20,2006,2,127.0952673,37.50721939
291,7483.05,26,2006,2,127.0948078,37.50728859
292,10073.42,22,2006,2,127.0960418,37.50771648
293,9420.84,22,2006,2,127.095405,37.50781988
294,10977.39,19,2006,2,127.0959645,37.50841311
295,11032.37,26,2006,2,127.0962995,37.50899894
296,6619.98,23,2006,2,127.0956963,37.50911177
297,6044.6,21,2006,2,127.0953263,37.50927956
298,7564.41,28,2006,2,127.0962492,37.50970599
299,8346.12,29,2006,2,127.0945761,37.50979679
300,7302.24,30,2006,2,127.0917437,37.50799888
301,12220.12,29,2006,2,127.0940995,37.50922674
302,12220.12,29,2006,2,127.0935771,37.50861952
303,2900.42,6,2006,10,127.0918088,37.5076488
304,3653.12,5,2007,12,127.0951264,37.50882904
305,1639.39,3,2007,12,127.0948958,37.50822853
306,4415.37,6,2007,12,127.0949379,37.50859259
307,11795.21,8,2006,11,127.0923855,37.50757186
308,999.9,5,2006,10,127.0939149,37.50732047
309,247.45,1,2000,10,127.0718304,37.51034627
310,7400.72,5,1979,12,127.0734496,37.50902335
311,1765.52,2,1979,12,127.0715788,37.50921693
312,5244.44,4,1979,12,127.0719004,37.50881363
313,8923.45,6,1979,12,127.0726304,37.50923071
314,2005.96,4,2011,12,127.0714064,37.51013713
315,12219.09,5,1998,12,127.0733841,37.51014982
316,2314.687,3,1986,12,127.0761225,37.50958968
317,15202.44,19,1986,2,127.0774243,37.50658952
318,15202.44,19,1986,2,127.0779375,37.50727872
319,15202.44,19,1986,2,127.0755501,37.50876328
320,7330.195,19,1986,2,127.0749635,37.50812214
321,15202.44,19,1986,2,127.0758116,37.50770157
322,7330.195,19,1986,2,127.0752273,37.50706195
323,11942.403,13,1986,2,127.0753234,37.50655643
324,7330.195,19,1986,2,127.0746984,37.50918503
325,11942.403,13,1986,2,127.0748005,37.5086823
326,11942.403,13,1986,2,127.0786812,37.50717084
327,12935.538,13,1986,2,127.0786119,37.50783753
328,14660.39,19,1986,2,127.0783861,37.50853271
329,14660.39,19,1986,2,127.0781892,37.50915209
330,15202.44,19,1986,2,127.0760757,37.50663894
331,15202.44,19,1986,2,127.076908,37.50590185
332,11942.403,13,1986,2,127.0776555,37.50579478
333,11942.403,13,1986,2,127.0750632,37.50762139
334,11942.403,13,1986,2,127.0781654,37.50648462
335,3554.9,4,1981,10,127.0742248,37.50719394
336,7531.35,13,1981,2,127.0720525,37.50832934
337,5020.9,13,1981,2,127.0721383,37.5059667
338,7237.51,13,1981,2,127.0725302,37.50541892
339,10192.75,13,1981,2,127.0738246,37.50597108
340,7531.35,13,1981,2,127.0745537,37.5057334
341,6795.2,13,1981,2,127.0735636,37.50645913
342,7237.51,13,1981,2,127.0731093,37.50519333
343,5020.9,13,1981,2,127.0728956,37.50765912
344,5020.9,13,1981,2,127.0716119,37.50799741
345,10041.8,13,1981,2,127.0740203,37.50532341
346,8333.93,13,1981,2,127.072929,37.50579927
347,10192.75,13,1981,2,127.0727241,37.50630025
348,8333.93,13,1981,2,127.0735322,37.50697731
349,8119.55,5,1981,12,127.0742803,37.50656933
350,7531.35,13,1981,2,127.0728264,37.50844484
351,7531.35,13,1981,2,127.073598,37.50855915
352,10192.75,13,1981,2,127.0722223,37.50783703
353,8333.93,13,1981,2,127.0727232,37.50682509
354,6333.79,13,1981,2,127.0717299,37.50748052
355,8267.54,13,1981,2,127.0723714,37.50729733
356,13590.41,13,1981,2,127.0736382,37.50752073
357,13590.41,13,1981,2,127.0735019,37.5080269
358,7531.35,13,1981,2,127.0718121,37.50673499
359,10504.82,16,1982,2,127.0739414,37.50434029
360,10504.82,16,1982,2,127.0745752,37.50406276
361,7433.1,16,1982,2,127.0734232,37.50463794
362,10504.82,16,1982,2,127.0744066,37.50478186
363,950.37,3,1988,12,127.0742424,37.50787247
364,8459.98,6,1986,12,127.0764842,37.50507662
365,5561.14,5,1986,12,127.0758024,37.50583038
366,15673.54,23,2003,3,127.07905,37.51052988
367,5198.2,14,1991,3,127.0789765,37.51079212
368,9527.8,14,1991,3,127.0789069,37.51105696
369,11617.82,18,2005,2,127.0788529,37.51138451
370,8900.15,17,2009,3,127.0792025,37.51156304
371,1701.19,12,1998,11,127.0795889,37.51155116
372,4703.03,12,1999,3,127.0797223,37.51141899
373,2396.36,17,2005,11,127.0802304,37.51141424
374,21518.2,24,2004,3,127.0804977,37.51143974
375,4020.05,13,1996,3,127.0808469,37.51147527
376,14.1,1,2001,11,127.0798868,37.51136194
377,1394.99,10,2008,5,127.0793065,37.51107157
378,6661.49,19,2013,3,127.0793168,37.51089037
379,1053.3,5,1984,11,127.0794214,37.51049539
380,2216.59,15,2013,3,127.0795921,37.51051519
381,1643.6,8,1995,12,127.0795594,37.51068019
382,2584.02,18,2012,3,127.079515,37.51084492
383,2261.42,9,2002,5,127.0794698,37.5110429
384,918.24,6,1988,5,127.0797347,37.51119571
385,1329.22,6,1986,5,127.0798241,37.51086364
386,1223.65,4,1988,11,127.0798806,37.51055924
387,322.05,4,1982,11,127.0800281,37.51056446
388,505.85,4,2006,11,127.079903,37.51112695
389,1260.98,9,2000,5,127.0803294,37.51080636
390,433.68,5,1983,10,127.0803782,37.51061594
391,598.5,5,1987,11,127.0805298,37.51063071
392,2083.94,8,1997,11,127.0804757,37.51081031
393,1831.32,7,1986,5,127.0807197,37.51101468
394,2931.81,6,1986,5,127.0808917,37.51098951
395,627.18,5,1987,11,127.0807811,37.51067172
396,606.91,5,1986,11,127.0809609,37.51070106
397,4485.52,19,2012,5,127.081176,37.51108194
398,1611.66,6,1994,11,127.0812543,37.51080988
399,908.26,6,1985,11,127.0814411,37.51077579
400,859.18,5,1994,11,127.0813557,37.51111507
401,822.77,5,1994,11,127.0816312,37.51110903
402,771.06,5,1987,11,127.0817103,37.51081534
403,2158.49,7,1994,11,127.0818866,37.51088973
404,1129.7,6,1994,11,127.0818319,37.51108393
405,4409.91,8,1987,10,127.0812295,37.51147114
406,4044.29,13,2004,3,127.0816002,37.51142908
407,6987.57,13,1991,3,127.0819813,37.51143261
408,1271.66,4,1976,3,127.0822888,37.51147204
409,3698.9,12,1992,10,127.0825724,37.51140175
410,2400.09,11,2001,10,127.0827828,37.51143161
411,1513,7,2000,10,127.0827891,37.51128141
412,1214.41,11,2007,5,127.0821995,37.5113174
413,1214.41,11,2007,5,127.0823358,37.51131343
414,1214.95,12,2007,5,127.0824692,37.51131145
415,2120.32,5,1986,5,127.0822128,37.51108007
416,1481.22,5,1986,11,127.0828061,37.51100218
417,445.71,5,1987,11,127.0826412,37.51094039
418,1029.6,5,1987,10,127.0824557,37.51094575
419,1348.43,5,1988,11,127.082178,37.51091395
420,1214.32,8,2008,10,127.0830749,37.5110738
421,4000.31,7,1986,10,127.0832547,37.51095384
422,2604.07,7,1984,10,127.0836634,37.5109477
423,1320,4,1986,11,127.0839538,37.51093624
424,118.5,2,1992,11,127.084173,37.5110252
425,492.24,4,1993,11,127.0844421,37.51104303
426,429.85,1,1987,10,127.0843847,37.51088945
427,532.24,6,1986,5,127.0846539,37.5110054
428,787.44,5,1986,5,127.0848306,37.51100743
429,642.58,4,1985,11,127.0848924,37.51087116
430,8492.87,13,1990,10,127.0832019,37.51139483
431,2789.94,12,2003,10,127.0834983,37.51138642
432,1483.3,11,2004,11,127.0836429,37.51139443
433,903.47,4,1976,10,127.0838498,37.51141952
434,814.23,4,1981,11,127.0840909,37.51139718
435,1661.32,4,1976,10,127.0844607,37.51139458
436,2271.54,4,1976,10,127.0849952,37.51137871
437,748.67,4,1987,10,127.0853989,37.51124661
438,1292.96,4,1976,12,127.0854661,37.51109744
439,1202.81,4,1976,10,127.085506,37.51088893
440,1347.7,11,2000,5,127.0845659,37.51123152
441,1314.89,9,1988,5,127.0843976,37.51125128
442,2074.41,9,1991,5,127.0837405,37.51125886
443,810.18,10,2003,5,127.083446,37.51127167
444,733.14,7,1988,5,127.0839335,37.51125746
445,955.95,9,2002,5,127.0840641,37.51125214
446,821.07,6,1988,5,127.0842068,37.51123231
447,1076.22,6,1993,10,127.0845251,37.51065941
448,863.95,6,2005,10,127.0846162,37.51036391
449,543.24,4,1988,1,127.0846524,37.51015882
450,838.6,6,2002,10,127.0847395,37.51038356
451,809.35,5,1986,11,127.084669,37.51067247
452,648.45,5,1984,11,127.0848503,37.51067874
453,777.9,6,2001,11,127.0849178,37.51044704
454,1532.01,4,1986,10,127.0850533,37.51027242
455,298.51,4,1983,10,127.085017,37.51053176
456,350.42,4,1981,11,127.0849874,37.51068161
457,2641.26,5,1987,11,127.0838786,37.5106732
458,98.01,1,2004,10,127.083909,37.51037937
459,599.98,5,1996,11,127.0839408,37.51021176
460,744.16,5,1997,11,127.0839791,37.51004586
461,748.57,5,1997,11,127.0841142,37.51006414
462,498.58,4,1996,1,127.0840642,37.51023429
463,975.72,5,1986,11,127.084154,37.51068526
464,389.56,4,1996,1,127.0842187,37.51044699
465,771.21,5,1996,11,127.0843125,37.51010788
466,847.52,5,1996,10,127.084444,37.51013743
467,601.58,5,1993,11,127.0843966,37.51032388
468,363.93,3,1996,11,127.0843429,37.51055854
469,335.76,4,1981,10,127.0843009,37.51071724
470,2619.38,4,1981,12,127.0832618,37.51038928
471,1106,7,2015,11,127.0833018,37.51010102
472,657.62,5,1988,10,127.0832806,37.50993074
473,494.71,4,1987,1,127.0834397,37.50995343
474,235.08,3,1981,1,127.0835572,37.5102678
475,493.24,5,2005,1,127.0836014,37.51009135
476,492.39,6,2003,11,127.0836266,37.50995213
477,435.48,5,1992,10,127.0837681,37.50997428
478,624.4,5,1997,11,127.083734,37.51010144
479,602.45,5,1997,10,127.0837035,37.51024643
480,485.84,4,1982,11,127.0836642,37.51040693
481,1438.7,4,1990,12,127.082789,37.51051511
482,690.48,6,2001,11,127.0827397,37.51035215
483,585.42,5,2002,11,127.0827736,37.51021112
484,637.47,6,2002,11,127.0828216,37.5099698
485,536.28,4,1987,10,127.083012,37.50997553
486,784.23,5,1988,11,127.082988,37.51014791
487,692.43,4,1981,10,127.0829206,37.51033059
488,628.58,5,1996,11,127.0828611,37.50983012
489,645.66,6,2002,11,127.0828018,37.51009443
490,385,4,1989,10,127.0830414,37.50985351
491,469.95,4,1984,10,127.0822039,37.51068706
492,455.17,4,1986,11,127.0822143,37.51053208
493,648.63,5,1997,10,127.0822731,37.51039725
494,997.1,7,2003,11,127.0823249,37.51013512
495,1752.7,7,1997,11,127.0823804,37.50994173
496,247.1,3,1990,11,127.0825653,37.50991601
497,813.97,6,2001,11,127.082554,37.51000747
498,854.14,7,2002,11,127.0825284,37.51015057
499,869.23,7,2002,11,127.0824998,37.51028862
500,652.2,5,1993,11,127.0824692,37.5104237
501,443.34,4,1995,10,127.0823996,37.51070864
502,715.5,5,2001,11,127.0822977,37.51027281
503,653.5,6,1998,11,127.0824219,37.50976609
504,524.63,5,1990,1,127.08261,37.50979705
505,821.95,4,1983,11,127.0817583,37.51054158
506,881.85,5,1990,11,127.0818226,37.51032071
507,718.82,5,1996,10,127.0818528,37.5101677
508,472.76,5,1991,10,127.0818848,37.51006532
509,913.77,6,1999,1,127.0818976,37.50992377
510,505.09,5,2000,11,127.0819449,37.50979913
511,1213.09,6,1991,1,127.0821346,37.50976908
512,696.39,6,2010,1,127.0820844,37.5099522
513,527.77,6,2002,10,127.0820809,37.5100851
514,309.15,3,1988,11,127.0820156,37.51022408
515,859.1,5,1988,11,127.081947,37.51064282
516,637.08,6,1992,11,127.0819838,37.51045665
517,649.23,5,1996,10,127.0820071,37.51032635
518,658.62,5,1996,10,127.081968,37.50969802
519,470.11,4,1982,10,127.0812891,37.51054965
520,1708.12,6,1997,11,127.0813439,37.5103177
521,290.82,3,1987,2,127.0813953,37.51014683
522,248.61,3,1986,11,127.0814245,37.51005915
523,561.48,4,1988,1,127.0814942,37.50963797
524,1595.82,6,1996,11,127.0816705,37.50971939
525,527.35,5,1995,11,127.0815868,37.51011499
526,1627.16,4,1984,11,127.081515,37.51048508
527,1243.54,6,1998,11,127.0814775,37.50980755
528,645.76,6,2004,11,127.0816128,37.51001262
529,593.76,6,2005,11,127.0816314,37.50990439
530,287.69,3,1986,11,127.0814417,37.5099693
531,694.98,5,1988,11,127.0808337,37.51047743
532,419.75,4,1986,11,127.0808725,37.51033081
533,1722.49,7,2001,11,127.0809285,37.51014012
534,456.37,5,1989,1,127.0809543,37.50998342
535,992.4,6,2000,11,127.0809827,37.50984465
536,489.98,5,2011,11,127.0810035,37.50970615
537,493.74,4,1987,1,127.081247,37.50960309
538,561.48,5,1994,11,127.0811985,37.50974602
539,776.37,5,1997,11,127.0811692,37.50987218
540,483.18,5,1993,10,127.0811366,37.51000852
541,1894.35,7,1997,11,127.0810982,37.51016487
542,486,5,1995,10,127.081063,37.51034573
543,580.7,4,1986,10,127.0810292,37.51051135
544,844.83,6,2004,11,127.0810486,37.50957637
